tick;price
"-8048";44,608
"-8047";44,387
"-8046";44,628
"-8045";44,608
"-8044";80,336
"-8043";76,116
"-8042";69,495
"-8041";68,455
"-8040";117,416
"-8039";89,21
"-8038";84,649
"-8037";80,537
"-8036";92,804
"-8035";83,937
"-8034";80,336
"-8033";78,741
"-8032";77,402
"-8031";74,396
"-8030";69,495
"-8029";69,34
"-8028";69,495
"-8027";68,977
"-8026";67,582
"-8025";54,746
"-8024";54,746
"-8023";50,883
"-8022";48,489
"-8021";46,467
"-8020";44,387
"-8019";42,091
"-8018";41,607
"-8017";41,607
"-8016";42,091
"-8015";42,29
"-8014";44,608
"-8013";44,608
"-8012";41,607
"-8011";44,608
"-8010";50,708
"-8009";69,195
"-8008";67,582
"-8007";69,495
"-8006";76,116
"-8005";79,137
"-8004";78,741
"-8003";79,137
"-8002";83,937
"-8001";87,88
"-8000";95,719
"-7999";122,13
"-7998";145,922
"-7997";110,568
"-7996";137,13
"-7995";91,503
"-7994";87,88
"-7993";82,416
"-7992";130,943
"-7991";92,647
"-7990";87,88
"-7989";87,88
"-7988";73,17
"-7987";72,326
"-7986";71,843
"-7985";71,426
"-7984";54,65
"-7983";50,851
"-7982";48,928
"-7981";47,329
"-7980";39,486
"-7979";39,853
"-7978";39,853
"-7977";40,946
"-7976";31,994
"-7975";39,853
"-7974";39,947
"-7973";40,946
"-7972";20,244
"-7971";17,209
"-7970";17,24
"-7969";39,853
"-7968";9,445
"-7967";11,1
"-7966";13,689
"-7965";35,788
"-7964";9,302
"-7963";10,922
"-7962";35,788
"-7961";23,164
"-7960";35,788
"-7959";12,152
"-7958";35,788
"-7957";10,929
"-7956";41,607
"-7955";41,509
"-7954";40,946
"-7953";40,946
"-7952";59,877
"-7951";54,898
"-7950";49,571
"-7949";47,206
"-7948";95,946
"-7947";83,937
"-7946";82,625
"-7945";79,101
"-7944";214,529
"-7943";128,191
"-7942";99,257
"-7941";83,937
"-7940";130,943
"-7939";96,641
"-7938";87,88
"-7937";83,937
"-7936";83,937
"-7935";81,983
"-7934";79,137
"-7933";78,741
"-7932";78,741
"-7931";75
"-7930";73,17
"-7929";71,873
"-7928";71,426
"-7927";69,495
"-7926";69,495
"-7925";69,495
"-7924";68,318
"-7923";66,98
"-7922";57,767
"-7921";54,746
"-7920";48,489
"-7919";48,489
"-7918";67,582
"-7917";69,195
"-7916";53,629
"-7915";68,455
"-7914";69,495
"-7913";76,116
"-7912";69,34
"-7911";76,116
"-7910";79,137
"-7909";83,937
"-7908";78,741
"-7907";82,006
"-7906";87,88
"-7905";108,576
"-7904";118,354
"-7903";142,288
"-7902";150,723
"-7901";137,376
"-7900";218,085
"-7899";152,112
"-7898";129,879
"-7897";112,42
"-7896";160,761
"-7895";134,717
"-7894";134,717
"-7893";133,582
"-7892";87,88
"-7891";87,88
"-7890";87,129
"-7889";86,269
"-7888";71,426
"-7887";73,317
"-7886";74,683
"-7885";76,116
"-7884";61,996
"-7883";67,582
"-7882";67,582
"-7881";67,582
"-7880";41,509
"-7879";41,509
"-7878";41,607
"-7877";41,607
"-7876";35,015
"-7875";39,853
"-7874";39,853
"-7873";39,853
"-7872";32,758
"-7871";34,055
"-7870";39,853
"-7869";32,875
"-7868";31,994
"-7867";34,034
"-7866";33,572
"-7865";34,11
"-7864";31,994
"-7863";32,48
"-7862";39,853
"-7861";39,853
"-7860";39,853
"-7859";39,853
"-7858";39,853
"-7857";39,853
"-7856";41,607
"-7855";41,509
"-7854";41,509
"-7853";41,509
"-7852";53,527
"-7851";50,708
"-7850";50,708
"-7849";48,489
"-7848";69,495
"-7847";69,495
"-7846";69,495
"-7845";69,34
"-7844";78,741
"-7843";78,741
"-7842";76,116
"-7841";69,495
"-7840";81,983
"-7839";78,741
"-7838";76,116
"-7837";69,495
"-7836";72,644
"-7835";69,495
"-7834";69,195
"-7833";67,582
"-7832";50,708
"-7831";47,206
"-7830";45,395
"-7829";44,608
"-7828";41,202
"-7827";41,509
"-7826";40,946
"-7825";39,947
"-7824";35,015
"-7823";39,853
"-7822";39,853
"-7821";39,947
"-7820";34,237
"-7819";40,946
"-7818";41,607
"-7817";42,39
"-7816";41,509
"-7815";42,29
"-7814";45,287
"-7813";48,354
"-7812";50,708
"-7811";65,359
"-7810";67,582
"-7809";68,764
"-7808";73,743
"-7807";75,92
"-7806";76,524
"-7805";77,402
"-7804";82,416
"-7803";82,534
"-7802";82,416
"-7801";80,537
"-7800";102,109
"-7799";87,88
"-7798";83,937
"-7797";82,416
"-7796";67,582
"-7795";67,582
"-7794";67,582
"-7793";62,19
"-7792";41,607
"-7791";41,509
"-7790";41,202
"-7789";41,509
"-7788";35,015
"-7787";35,015
"-7786";39,853
"-7785";35,76
"-7784";31,994
"-7783";31,503
"-7782";31,503
"-7781";31,346
"-7780";9,445
"-7779";9,445
"-7778";9,302
"-7777";9,262
"-7776";6,947
"-7775";7,381
"-7774";8,456
"-7773";6,947
"-7772";5,404
"-7771";29,464
"-7770";16,614
"-7769";29,464
"-7768";6,031
"-7767";29,464
"-7766";28,907
"-7765";20,43
"-7764";5,16
"-7763";6,383
"-7762";29,464
"-7761";16,377
"-7760";29,464
"-7759";29,464
"-7758";29,717
"-7757";13,717
"-7756";35,788
"-7755";37,05
"-7754";12,152
"-7753";10,905
"-7752";40,51
"-7751";39,853
"-7750";39,853
"-7749";13,59
"-7748";44,628
"-7747";42,091
"-7746";40,946
"-7745";21,656
"-7744";46,029
"-7743";41,607
"-7742";20,758
"-7741";9,445
"-7740";42,39
"-7739";41,607
"-7738";39,853
"-7737";9,445
"-7736";41,509
"-7735";39,853
"-7734";11,478
"-7733";9,445
"-7732";9,262
"-7731";8,591
"-7730";8,165
"-7729";7,148
"-7728";5,92
"-7727";6,961
"-7726";5,404
"-7725";20,112
"-7724";3,616
"-7723";17,01
"-7722";29,464
"-7721";29,464
"-7720";29,717
"-7719";30,408
"-7718";35,406
"-7717";35,788
"-7716";39,853
"-7715";41,607
"-7714";45,287
"-7713";50,063
"-7712";69,195
"-7711";69,495
"-7710";69,495
"-7709";69,495
"-7708";80,995
"-7707";80,336
"-7706";79,137
"-7705";77,218
"-7704";83,937
"-7703";80,336
"-7702";78,741
"-7701";76,116
"-7700";48,354
"-7699";46,467
"-7698";47,206
"-7697";45,987
"-7696";39,546
"-7695";39,853
"-7694";39,486
"-7693";39,486
"-7692";34,411
"-7691";34,846
"-7690";37,801
"-7689";36,87
"-7688";31,227
"-7687";29,064
"-7686";26,011
"-7685";39,853
"-7684";9,445
"-7683";9,262
"-7682";35,406
"-7681";34,729
"-7680";8,165
"-7679";35,788
"-7678";11,993
"-7677";11,621
"-7676";6,947
"-7675";6,947
"-7674";29,464
"-7673";13,179
"-7672";35,406
"-7671";17,863
"-7670";35,788
"-7669";13,111
"-7668";39,421
"-7667";17,361
"-7666";22,605
"-7665";10,905
"-7664";51,813
"-7663";52,032
"-7662";47,206
"-7661";44,608
"-7660";83,484
"-7659";80,336
"-7658";79,137
"-7657";77,218
"-7656";218,085
"-7655";139,555
"-7654";99,257
"-7653";86,269
"-7652";95,35
"-7651";83,937
"-7650";80,537
"-7649";80,336
"-7648";79,164
"-7647";78,741
"-7646";78,741
"-7645";77,218
"-7644";78,741
"-7643";77,402
"-7642";77,402
"-7641";77,402
"-7640";81,983
"-7639";80,336
"-7638";78,741
"-7637";78,741
"-7636";76,116
"-7635";77,402
"-7634";78,741
"-7633";78,741
"-7632";76,116
"-7631";74,565
"-7630";76,116
"-7629";77,218
"-7628";73,17
"-7627";78,741
"-7626";78,741
"-7625";80,336
"-7624";78,741
"-7623";78,741
"-7622";80,336
"-7621";83,937
"-7620";78,741
"-7619";79,137
"-7618";81,983
"-7617";83,937
"-7616";87,88
"-7615";117,416
"-7614";129,879
"-7613";160,316
"-7612";261,65
"-7611";156,732
"-7610";141,289
"-7609";117,715
"-7608";225,826
"-7607";147,76
"-7606";209,189
"-7605";181,931
"-7604";94,982
"-7603";92,977
"-7602";93,023
"-7601";94,982
"-7600";74,29
"-7599";73,317
"-7598";73,317
"-7597";73,317
"-7596";68,455
"-7595";69,195
"-7594";69,195
"-7593";69,195
"-7592";44,387
"-7591";44,387
"-7590";44,387
"-7589";42,39
"-7588";35,015
"-7587";39,853
"-7586";34,43
"-7585";34,411
"-7584";31,994
"-7583";31,994
"-7582";34,11
"-7581";33,699
"-7580";31,994
"-7579";31,503
"-7578";39,853
"-7577";31,503
"-7576";39,853
"-7575";39,947
"-7574";40,946
"-7573";40,946
"-7572";45,287
"-7571";44,608
"-7570";44,608
"-7569";44,608
"-7568";69,495
"-7567";69,34
"-7566";69,34
"-7565";69,195
"-7564";217,659
"-7563";113,709
"-7562";93,962
"-7561";80,336
"-7560";257,507
"-7559";152,112
"-7558";124,662
"-7557";109,027
"-7556";218,085
"-7555";137,503
"-7554";133,582
"-7553";117,662
"-7552";100,723
"-7551";87,88
"-7550";82,416
"-7549";78,741
"-7548";77,402
"-7547";73,317
"-7546";71,873
"-7545";69,495
"-7544";69,495
"-7543";68,455
"-7542";62,19
"-7541";50,883
"-7540";44,81
"-7539";42,29
"-7538";41,607
"-7537";41,509
"-7536";39,947
"-7535";40,946
"-7534";41,607
"-7533";42,29
"-7532";41,509
"-7531";44,387
"-7530";47,206
"-7529";67,582
"-7528";48,489
"-7527";67,582
"-7526";69,495
"-7525";76,116
"-7524";78,741
"-7523";81,993
"-7522";87,88
"-7521";124,625
"-7520";87,876
"-7519";125,079
"-7518";166,508
"-7517";150,052
"-7516";255,498
"-7515";156,732
"-7514";136,948
"-7513";117,715
"-7512";233,018
"-7511";147,76
"-7510";143,219
"-7509";143,219
"-7508";107,53
"-7507";107,828
"-7506";113,575
"-7505";111,282
"-7504";74,29
"-7503";74,683
"-7502";73,605
"-7501";73,17
"-7500";68,455
"-7499";68,455
"-7498";68,455
"-7497";68,455
"-7496";41,202
"-7495";41,607
"-7494";41,607
"-7493";40,946
"-7492";35,015
"-7491";39,853
"-7490";39,853
"-7489";34,43
"-7488";32,758
"-7487";39,853
"-7486";39,853
"-7485";32,758
"-7484";31,994
"-7483";39,853
"-7482";33,42
"-7481";33,99
"-7480";39,853
"-7479";39,853
"-7478";39,853
"-7477";39,853
"-7476";42,29
"-7475";42,091
"-7474";42,091
"-7473";42,29
"-7472";69,495
"-7471";69,34
"-7470";69,34
"-7469";69,195
"-7468";206,31
"-7467";102,661
"-7466";87,903
"-7465";79,137
"-7464";273,361
"-7463";155,156
"-7462";130,943
"-7461";114,5
"-7460";147,76
"-7459";134,717
"-7458";133,582
"-7457";129,879
"-7456";108,338
"-7455";107,53
"-7454";103,335
"-7453";90,122
"-7452";87,88
"-7451";80,537
"-7450";78,741
"-7449";75,402
"-7448";77,402
"-7447";74,396
"-7446";73,17
"-7445";71,873
"-7444";69,495
"-7443";69,195
"-7442";69,195
"-7441";68,455
"-7440";66,98
"-7439";66,356
"-7438";67,582
"-7437";67,582
"-7436";54,746
"-7435";67,582
"-7434";69,195
"-7433";69,495
"-7432";69,34
"-7431";72,644
"-7430";78,741
"-7429";80,336
"-7428";80,336
"-7427";86,505
"-7426";116,844
"-7425";166,508
"-7424";165,756
"-7423";143,229
"-7422";135,11
"-7421";173,423
"-7420";333,796
"-7419";175,288
"-7418";143,859
"-7417";135,065
"-7416";133,582
"-7415";143,219
"-7414";133,582
"-7413";141,18
"-7412";108,338
"-7411";133,582
"-7410";112,911
"-7409";131,379
"-7408";75,718
"-7407";78,741
"-7406";75,302
"-7405";78,741
"-7404";69,195
"-7403";69,495
"-7402";68,977
"-7401";69,495
"-7400";41,509
"-7399";43,845
"-7398";41,202
"-7397";44,608
"-7396";36,106
"-7395";41,607
"-7394";35,361
"-7393";41,607
"-7392";34,237
"-7391";41,607
"-7390";39,853
"-7389";41,607
"-7388";32,758
"-7387";41,607
"-7386";39,853
"-7385";41,607
"-7384";39,853
"-7383";42,091
"-7382";39,853
"-7381";41,607
"-7380";43,845
"-7379";48,354
"-7378";42,39
"-7377";48,489
"-7376";74,683
"-7375";76,524
"-7374";69,495
"-7373";69,495
"-7372";211,21
"-7371";150,052
"-7370";89,193
"-7369";82,416
"-7368";257,507
"-7367";158,456
"-7366";137,402
"-7365";128,724
"-7364";144,656
"-7363";212,886
"-7362";134,717
"-7361";133,582
"-7360";130,943
"-7359";131,379
"-7358";127,086
"-7357";128,163
"-7356";115,692
"-7355";114,265
"-7354";107,53
"-7353";109,545
"-7352";129,879
"-7351";109,802
"-7350";106,598
"-7349";103,335
"-7348";80,537
"-7347";82,416
"-7346";81,983
"-7345";82,416
"-7344";78,741
"-7343";80,336
"-7342";80,537
"-7341";82,416
"-7340";77,402
"-7339";78,741
"-7338";79,137
"-7337";83,937
"-7336";80,336
"-7335";83,937
"-7334";81,983
"-7333";87,88
"-7332";82,416
"-7331";92,485
"-7330";129,879
"-7329";203,114
"-7328";144,496
"-7327";141,289
"-7326";130,943
"-7325";133,582
"-7324";234,17
"-7323";175,288
"-7322";136,948
"-7321";138,224
"-7320";130,943
"-7319";133,582
"-7318";128,596
"-7317";133,582
"-7316";87,88
"-7315";129,879
"-7314";83,937
"-7313";92,485
"-7312";71,426
"-7311";78,631
"-7310";73,317
"-7309";78,741
"-7308";50,851
"-7307";69,195
"-7306";50,108
"-7305";68,455
"-7304";39,546
"-7303";41,607
"-7302";39,853
"-7301";42,29
"-7300";34,237
"-7299";41,607
"-7298";34,237
"-7297";41,607
"-7296";31,994
"-7295";41,607
"-7294";39,853
"-7293";41,607
"-7292";31,994
"-7291";41,607
"-7290";39,853
"-7289";41,607
"-7288";41,509
"-7287";45,287
"-7286";41,607
"-7285";47,206
"-7284";49,571
"-7283";65,359
"-7282";46,226
"-7281";55,894
"-7280";73,743
"-7279";76,524
"-7278";69,495
"-7277";69,495
"-7276";203,696
"-7275";129,544
"-7274";83,937
"-7273";81,983
"-7272";273,361
"-7271";162,908
"-7270";130,943
"-7269";117,393
"-7268";143,219
"-7267";147,76
"-7266";133,582
"-7265";143,219
"-7264";131,379
"-7263";134,717
"-7262";115,692
"-7261";129,879
"-7260";112,837
"-7259";115,883
"-7258";103,335
"-7257";129,879
"-7256";103,335
"-7255";129,879
"-7254";87,88
"-7253";100,723
"-7252";77,402
"-7251";78,741
"-7250";73,17
"-7249";76,116
"-7248";69,195
"-7247";69,495
"-7246";68,455
"-7245";69,495
"-7244";53,629
"-7243";69,34
"-7242";67,582
"-7241";69,495
"-7240";48,928
"-7239";69,34
"-7238";69,495
"-7237";78,741
"-7236";69,495
"-7235";80,336
"-7234";80,336
"-7233";91,125
"-7232";106,194
"-7231";187,342
"-7230";99,478
"-7229";138,323
"-7228";184,226
"-7227";187,342
"-7226";129,544
"-7225";129,879
"-7224";129,879
"-7223";133,582
"-7222";129,879
"-7221";133,582
"-7220";78,741
"-7219";80,537
"-7218";78,741
"-7217";80,336
"-7216";69,495
"-7215";76,116
"-7214";69,495
"-7213";77,402
"-7212";54,746
"-7211";69,195
"-7210";54,935
"-7209";69,195
"-7208";40,946
"-7207";42,29
"-7206";40,946
"-7205";42,39
"-7204";33,277
"-7203";41,607
"-7202";39,853
"-7201";42,091
"-7200";31,994
"-7199";41,607
"-7198";39,853
"-7197";42,29
"-7196";31,227
"-7195";41,607
"-7194";34,107
"-7193";41,607
"-7192";29,064
"-7191";41,607
"-7190";39,853
"-7189";41,607
"-7188";39,853
"-7187";42,091
"-7186";39,853
"-7185";42,091
"-7184";41,607
"-7183";45,287
"-7182";41,607
"-7181";44,608
"-7180";49,571
"-7179";60,153
"-7178";44,608
"-7177";48,489
"-7176";68,764
"-7175";69,495
"-7174";55,894
"-7173";67,582
"-7172";75,044
"-7171";75,92
"-7170";67,582
"-7169";67,582
"-7168";69,195
"-7167";68,455
"-7166";42,29
"-7165";42,29
"-7164";41,202
"-7163";40,946
"-7162";32,926
"-7161";38,045
"-7160";31,994
"-7159";37,621
"-7158";29,064
"-7157";39,853
"-7156";11,481
"-7155";17,491
"-7154";9,302
"-7153";35,788
"-7152";7,148
"-7151";35,406
"-7150";7,175
"-7149";35,406
"-7148";6,094
"-7147";29,464
"-7146";9,374
"-7145";37,306
"-7144";8,26
"-7143";37,05
"-7142";12,152
"-7141";40,946
"-7140";15,829
"-7139";42,29
"-7138";42,091
"-7137";48,464
"-7136";64,216
"-7135";69,34
"-7134";68,455
"-7133";69,495
"-7132";77,105
"-7131";78,741
"-7130";69,34
"-7129";69,34
"-7128";77,402
"-7127";78,408
"-7126";69,195
"-7125";69,495
"-7124";39,827
"-7123";41,607
"-7122";39,853
"-7121";41,509
"-7120";31,994
"-7119";41,607
"-7118";39,853
"-7117";41,607
"-7116";26,011
"-7115";42,091
"-7114";39,853
"-7113";42,091
"-7112";9,262
"-7111";35,788
"-7110";8,591
"-7109";35,788
"-7108";4,471
"-7107";29,717
"-7106";7,162
"-7105";29,717
"-7104";2,615
"-7103";29,717
"-7102";7,675
"-7101";29,717
"-7100";1,873
"-7099";29,717
"-7098";6,35
"-7097";30,408
"-7096";2,188
"-7095";29,464
"-7094";1,401
"-7093";29,464
"-7092";1,181
"-7091";29,464
"-7090";1,181
"-7089";29,464
"-7088";3,112
"-7087";29,464
"-7086";1,181
"-7085";29,717
"-7084";9,374
"-7083";30,408
"-7082";-0,907
"-7081";29,717
"-7080";30,62
"-7079";35,788
"-7078";8,26
"-7077";31,034
"-7076";37,306
"-7075";17,212
"-7074";8,26
"-7073";9,584
"-7072";35,788
"-7071";11,993
"-7070";3,846
"-7069";1,881
"-7068";29,464
"-7067";6,886
"-7066";-1,233
"-7065";-2,413
"-7064";-2,356
"-7063";-2,363
"-7062";-10,882
"-7061";-6,392
"-7060";-22,784
"-7059";-23,113
"-7058";-29,788
"-7057";-28,744
"-7056";-35,484
"-7055";-0,301
"-7054";-35,606
"-7053";1,904
"-7052";-36,05
"-7051";13,238
"-7050";10,393
"-7049";29,717
"-7048";5,508
"-7047";29,464
"-7046";-9,411
"-7045";29,464
"-7044";30,62
"-7043";34,134
"-7042";15,229
"-7041";37,306
"-7040";44,628
"-7039";48,82
"-7038";42,29
"-7037";42,091
"-7036";59,877
"-7035";44,608
"-7034";36,915
"-7033";32,856
"-7032";39,853
"-7031";41,607
"-7030";26,011
"-7029";39,853
"-7028";10,882
"-7027";31,092
"-7026";12,184
"-7025";27,769
"-7024";9,503
"-7023";24,682
"-7022";9,445
"-7021";30,18
"-7020";9,29
"-7019";32,938
"-7018";8,804
"-7017";35,788
"-7016";6,046
"-7015";29,464
"-7014";3,976
"-7013";24,704
"-7012";-0,471
"-7011";19,431
"-7010";0,993
"-7009";15,21
"-7008";-1,215
"-7007";12,307
"-7006";-5,277
"-7005";9,086
"-7004";-7,58
"-7003";3,252
"-7002";-9,726
"-7001";0,213
"-7000";1,546
"-6999";1,791
"-6998";-11,213
"-6997";8,806
"-6996";15,545
"-6995";29,464
"-6994";-10,967
"-6993";26,503
"-6992";39,853
"-6991";42,091
"-6990";15,829
"-6989";12,491
"-6988";69,495
"-6987";69,495
"-6986";67,582
"-6985";67,582
"-6984";80,995
"-6983";82,416
"-6982";78,741
"-6981";78,741
"-6980";80,336
"-6979";80,537
"-6978";73,317
"-6977";76,116
"-6976";69,34
"-6975";69,495
"-6974";53,629
"-6973";67,582
"-6972";52,669
"-6971";50,108
"-6970";44,387
"-6969";42,39
"-6968";45,287
"-6967";45,287
"-6966";39,853
"-6965";40,946
"-6964";36,621
"-6963";40,946
"-6962";35,015
"-6961";41,607
"-6960";34,411
"-6959";42,29
"-6958";41,607
"-6957";47,206
"-6956";39,853
"-6955";45,395
"-6954";45,287
"-6953";67,582
"-6952";47,206
"-6951";69,495
"-6950";69,495
"-6949";78,741
"-6948";69,495
"-6947";80,336
"-6946";80,995
"-6945";90,441
"-6944";89,21
"-6943";142,288
"-6942";93,028
"-6941";180,963
"-6940";214,529
"-6939";155,175
"-6938";124,437
"-6937";115,94
"-6936";112,837
"-6935";133,582
"-6934";107,53
"-6933";142,603
"-6932";76,116
"-6931";78,741
"-6930";76,116
"-6929";79,137
"-6928";69,34
"-6927";69,495
"-6926";69,195
"-6925";69,495
"-6924";45,287
"-6923";67,582
"-6922";52,206
"-6921";69,34
"-6920";35,015
"-6919";41,607
"-6918";39,853
"-6917";41,607
"-6916";31,503
"-6915";41,607
"-6914";39,853
"-6913";41,607
"-6912";24,636
"-6911";41,509
"-6910";24,636
"-6909";41,607
"-6908";17,209
"-6907";41,509
"-6906";22,188
"-6905";41,607
"-6904";39,947
"-6903";42,39
"-6902";40,946
"-6901";42,39
"-6900";45,287
"-6899";48,354
"-6898";44,608
"-6897";48,354
"-6896";67,582
"-6895";69,195
"-6894";50,851
"-6893";67,582
"-6892";127,042
"-6891";96,721
"-6890";81,993
"-6889";80,384
"-6888";225,826
"-6887";150,052
"-6886";90,122
"-6885";90,122
"-6884";130,943
"-6883";150,952
"-6882";87,88
"-6881";87,88
"-6880";77,402
"-6879";78,741
"-6878";73,17
"-6877";72,644
"-6876";71,426
"-6875";69,495
"-6874";67,582
"-6873";67,582
"-6872";67,582
"-6871";67,582
"-6870";50,883
"-6869";50,851
"-6868";42,091
"-6867";44,387
"-6866";41,202
"-6865";44,608
"-6864";41,509
"-6863";42,091
"-6862";39,853
"-6861";42,091
"-6860";39,546
"-6859";41,509
"-6858";41,509
"-6857";48,354
"-6856";42,091
"-6855";44,608
"-6854";45,395
"-6853";69,195
"-6852";42,39
"-6851";69,195
"-6850";67,582
"-6849";69,195
"-6848";69,195
"-6847";76,116
"-6846";78,741
"-6845";81,055
"-6844";86,505
"-6843";87,88
"-6842";80,336
"-6841";82,033
"-6840";80,336
"-6839";82,416
"-6838";80,537
"-6837";87,88
"-6836";52,206
"-6835";52,206
"-6834";48,354
"-6833";69,195
"-6832";36,621
"-6831";39,853
"-6830";36,106
"-6829";44,608
"-6828";31,994
"-6827";39,853
"-6826";31,227
"-6825";39,891
"-6824";5,404
"-6823";29,464
"-6822";3,616
"-6821";30,576
"-6820";-12,14
"-6819";24,195
"-6818";-12,171
"-6817";18,28
"-6816";-14,948
"-6815";4,524
"-6814";-15,048
"-6813";0,916
"-6812";-16,653
"-6811";-4,148
"-6810";-17,501
"-6809";-17,215
"-6808";-0,3
"-6807";1,657
"-6806";-17,534
"-6805";4,054
"-6804";4,306
"-6803";26,503
"-6802";-14,317
"-6801";11,143
"-6800";30,576
"-6799";9,374
"-6798";7,329
"-6797";29,464
"-6796";50,74
"-6795";53,558
"-6794";44,939
"-6793";47,206
"-6792";71,117
"-6791";73,021
"-6790";67,582
"-6789";69,195
"-6788";73,503
"-6787";76,524
"-6786";69,34
"-6785";69,495
"-6784";69,195
"-6783";69,195
"-6782";49,887
"-6781";67,582
"-6780";67,582
"-6779";69,195
"-6778";52,206
"-6777";68,455
"-6776";69,34
"-6775";69,495
"-6774";69,195
"-6773";69,495
"-6772";52,206
"-6771";67,582
"-6770";48,928
"-6769";69,195
"-6768";48,354
"-6767";67,582
"-6766";49,571
"-6765";69,195
"-6764";67,582
"-6763";69,195
"-6762";67,582
"-6761";69,495
"-6760";67,582
"-6759";76,116
"-6758";73,317
"-6757";80,336
"-6756";69,195
"-6755";69,495
"-6754";69,34
"-6753";78,741
"-6752";69,495
"-6751";78,741
"-6750";76,116
"-6749";78,741
"-6748";81,983
"-6747";90,122
"-6746";83,937
"-6745";96,523
"-6744";87,88
"-6743";116,046
"-6742";87,301
"-6741";90,413
"-6740";67,582
"-6739";69,34
"-6738";68,455
"-6737";69,495
"-6736";46,467
"-6735";68,455
"-6734";67,582
"-6733";69,195
"-6732";41,202
"-6731";45,287
"-6730";41,607
"-6729";48,489
"-6728";34,411
"-6727";41,607
"-6726";40,946
"-6725";42,39
"-6724";31,346
"-6723";39,947
"-6722";31,718
"-6721";41,607
"-6720";17,209
"-6719";41,607
"-6718";39,947
"-6717";42,091
"-6716";15,291
"-6715";41,607
"-6714";39,947
"-6713";42,29
"-6712";41,509
"-6711";44,608
"-6710";41,607
"-6709";45,287
"-6708";44,608
"-6707";50,74
"-6706";45,987
"-6705";53,527
"-6704";69,195
"-6703";69,495
"-6702";68,455
"-6701";69,34
"-6700";116,844
"-6699";102,661
"-6698";83,937
"-6697";84,612
"-6696";293,317
"-6695";155,175
"-6694";124,662
"-6693";114,5
"-6692";114,522
"-6691";131,379
"-6690";112,837
"-6689";131,379
"-6688";107,53
"-6687";131,379
"-6686";107,53
"-6685";131,379
"-6684";130,943
"-6683";133,582
"-6682";107,53
"-6681";130,943
"-6680";106,598
"-6679";131,379
"-6678";106,598
"-6677";131,379
"-6676";87,88
"-6675";130,943
"-6674";83,937
"-6673";129,879
"-6672";83,937
"-6671";92,485
"-6670";87,88
"-6669";130,943
"-6668";81,983
"-6667";87,88
"-6666";82,416
"-6665";90,122
"-6664";79,137
"-6663";83,937
"-6662";81,983
"-6661";108,289
"-6660";69,34
"-6659";77,402
"-6658";73,317
"-6657";80,336
"-6656";293,317
"-6655";165,846
"-6654";138,812
"-6653";130,133
"-6652";134,717
"-6651";143,219
"-6650";133,582
"-6649";141,18
"-6648";87,88
"-6647";129,879
"-6646";87,129
"-6645";129,879
"-6644";202,26
"-6643";156,732
"-6642";130,943
"-6641";130,943
"-6640";77,402
"-6639";80,336
"-6638";77,402
"-6637";80,336
"-6636";69,495
"-6635";77,402
"-6634";69,495
"-6633";77,402
"-6632";45,395
"-6631";67,582
"-6630";45,395
"-6629";52,049
"-6628";40,946
"-6627";42,39
"-6626";40,946
"-6625";42,29
"-6624";36,621
"-6623";41,607
"-6622";37,998
"-6621";41,509
"-6620";34,411
"-6619";41,607
"-6618";34,411
"-6617";41,607
"-6616";39,853
"-6615";41,607
"-6614";39,853
"-6613";41,607
"-6612";41,607
"-6611";44,608
"-6610";41,607
"-6609";44,608
"-6608";69,195
"-6607";69,495
"-6606";69,195
"-6605";69,495
"-6604";142,288
"-6603";102,661
"-6602";82,416
"-6601";80,55
"-6600";273,361
"-6599";156,732
"-6598";129,879
"-6597";114,5
"-6596";133,582
"-6595";134,717
